"permit_id","type","description"
8551,"Authorization","CANADIAN FOREST PRODUCTS LTD."
8462,"Authorization","AITKEN CREEK GAS STORAGE ULC"
1634,"Authorization","NEUCEL SPECIALTY CELLULOSE LTD."
8711,"Authorization","SCHOOL DISTRICT NO. 62  (SOOKE)"
8593,"Authorization","SCHOOL DISTRICT NUMBER 62 SOOKE - BELMONT SCHOOL"
8538,"Authorization","SCHOOL DISTRICT NUMBER 62 SOOKE - BELMONT SCHOOL"
2408,"Authorization","MYRA FALLS MINE LTD."
8212,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
3845,"Authorization","LAFARGE CANADA INC."
7393,"Authorization","ISLAND READY-MIX LTD."
8554,"Authorization","MINISTRY OF ENVIRONMENT, BC PARKS"
8679,"Authorization","NA"
4222,"Authorization","CONSOLIDATED GENERAL SEA HARVEST CORP."
8953,"Authorization","VILLAGE OF RADIUM HOT SPRINGS"
106112,"Authorization","VILLAGE OF RADIUM HOT SPRINGS"
10697,"Authorization","NA"
8188,"Authorization","CANADIAN MOUNTAIN HOLIDAYS INC."
6099,"Authorization","SMITHERS PELLET INC."
5792,"Authorization","LAKES DISTRICT MAINTENANCE INC."
8392,"Authorization","TIMBERWEST FOREST CORP."
111598,"Authorization","ASCOT RESOURCES LTD."
10695,"Authorization","REDDE PRESSURE TEST LTD."
110588,"Authorization","LNG CANADA DEVELOPMENT INC."
10818,"Authorization","ESKAY CREEK MINING LIMITED"
10576,"Authorization","Michael Walker - DBA LAZY WHEEL MODULAR HOME COMMUNITY LAZY WHEEL MODULAR HOME COMMUNITY"
2270,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
8059,"Authorization","CANADIAN PACIFIC RAILWAY COMPANY"
1521,"Authorization","KRUGER KAMLOOPS PULP GP INC./COMMANDITE PATES KRUGER KAMLOOPS INC."
5394,"Authorization","CANADIAN FOREST PRODUCTS LTD"
3019,"Authorization","DECKER LAKE FOREST PRODUCTS LTD."
8150,"Authorization","WESTERN FOREST PRODUCTS INC."
9073,"Authorization","ALL WEST TRADING CO"
7914,"Authorization","PROGRESS ENERGY CANADA LTD."
7356,"Authorization","NA"
17529,"Authorization","PEACE RIVER REGIONAL DISTRICT"
106240,"Authorization","PEACE RIVER REGIONAL DISTRICT"
7090,"Authorization","PACIFIC NORTHERN GAS (N.E.) LTD."
6697,"Authorization","CONAGRA RESOURCE MANAGEMENT COMPANY"
4836,"Authorization","LAFARGE CANADA INC."
8618,"Authorization","SHELL CANADA PRODUCTS LIMITED"
10986,"Authorization","WESTERN FOREST PRODUCTS INC."
1199,"Authorization","KRUGER KAMLOOPS PULP GP INC./COMMANDITE PATES KRUGER KAMLOOPS INC."
1517,"Authorization","KRUGER KAMLOOPS PULP GP INC./COMMANDITE PATES KRUGER KAMLOOPS INC."
6584,"Authorization","PARKLAND REFINING (B.C.) LTD."
13727,"Authorization","NA"
10606,"Authorization","NORTHWEST WOOD PRESERVERS LTD.  VANDERHOOF SPECIALTY WOOD PRODUCTS"
7736,"Authorization","MARINE HARVEST CANADA INC."
2761,"Authorization","CANFOR PULP LTD."
8534,"Authorization","C AND C LATH MILL LTD."
14145,"Authorization","SUNCOR ENERGY INC. PETRO-CANADA"
8040,"Authorization","ELSWORTH BROS. LOGGING LTD."
10549,"Authorization","SHELL CANADA PRODUCTS LIMITED"
8719,"Authorization","SEABEAM LODGE LTD."
4517,"Authorization","LEHIGH HANSON MATERIALS LIMITED OK READY MIX, A DIVISION OF LEHIGH HANSON MATERIALS LIMITED"
8631,"Authorization","PROGRESSIVE PLANET PRODUCTS INC."
7020,"Authorization","NA"
15403,"Authorization","PACIFIC NORTHERN GAS LTD."
10721,"Authorization","SWANESET BAY GOLF COURSE LTD."
4787,"Authorization","INTEROUTE CONSTRUCTION LTD. SELKIRK PAVING"
7822,"Authorization","NA"
8662,"Authorization","MILLBAY SYNERGY MALL (GP) LTD."
7391,"Authorization","ACTION HOLDINGS LTD."
5439,"Authorization","COMER HILL TRAILER PARK LTD."
4331,"Authorization","FOOTHILLS PIPE LINES (SOUTH B.C.) LTD."
7139,"Authorization","WOODEX INDUSTRIES LTD."
14480,"Authorization","BRALORNE GOLD MINES LTD."
10859,"Authorization","TIMBERWEST FOREST CORP."
7388,"Authorization","PETRO-CANADA"
451,"Authorization","MALAHAT HOUSING SOCIETY"
8681,"Authorization","LAFARGE CANADA INC."
6889,"Authorization","HUSBY FOREST PRODUCTS LTD."
9094,"Authorization","WOODTONE SPECIALTIES INC."
2573,"Authorization","CANOE FOREST PRODUCTS LTD."
2488,"Authorization","BC TREE FRUITS COOPERATIVE"
2524,"Authorization","TOLKO INDUSTRIES LTD."
3890,"Authorization","ISLAND READY-MIX LTD."
6552,"Authorization","LEHIGH HANSON MATERIALS LIMITED LEHIGH CEMENT, A DIVISION OF LEHIGH HANSON MATERIALS LIMITED"
10881,"Authorization","Jordan Scott - DBA"
4856,"Authorization","TOLKO INDUSTRIES LTD."
7035,"Authorization","Gary Wikkerink - DBA GRASS ROOT DAIRIES GRASS ROOT DAIRIES"
10767,"Authorization","MARK ORLAND AND DOBBELAERE, JENNIFER NICHOL DBA SEASCAPE RE WANSTALL - DBA"
1938,"Authorization","MAIBEC INC. MAIBEC DIVISION DEWDNEY"
8533,"Authorization","CREATIVE SALMON COMPANY LTD."
11029,"Authorization","ROCHE LAKE RESORT LTD."
10649,"Authorization","MARINE HARVEST CANADA"
8808,"Authorization","ATLANTIC POWER PREFERRED EQUITY LTD."
8887,"Authorization","THE OWNERS, STRATA KAS 2946"
6689,"Authorization","CANADIAN FOREST PRODUCTS LTD."
8880,"Authorization","STRATA CORP. KAS 968"
18152,"Authorization","STEIN MANUFACTURING CORP."
2696,"Authorization","WESTERN FOREST PRODUCTS INC."
7003,"Authorization","CHEVRON CANADA LIMITED"
3095,"Authorization","HOWE SOUND PULP & PAPER CORPORATION"
1239,"Authorization","WOODFIBRE LNG GENERAL PARTNER INC."
11310,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
224,"Authorization","TECK METALS LTD."
7424,"Authorization","MOLYCOP LTD. AND 1100739 B.C. LTD. MOLY-COP CANADA"
11669,"Authorization","A & A TRADING (HAIDA GWAII) LTD."
10730,"Authorization","EAGLE POINT GOLF & COUNTRY CLUB LTD."
10965,"Authorization","OKANAGAN AGGREGATES LTD."
1772,"Authorization","STELLA-JONES INC."
8854,"Authorization","RIO TINTO ALCAN INC."
11198,"Authorization","A.C. & E.J. BLACKWELL"
11898,"Authorization","TECK METALS LTD."
10931,"Authorization","SQUAMISH-LILLOOET REGIONAL DISTRICT"
8867,"Authorization","TIMBERWEST FOREST CORP."
8526,"Authorization","NELSON MACHINERY & EQUIPMENT LTD."
1535,"Authorization","SUN PEAKS MOUNTAIN RESORT MUNICIPALITY"
11191,"Authorization","COLUMBIA SHUSWAP REGIONAL DISTRICT"
11650,"Authorization","COUNTRY RHODES STRATA CORPORATION KAS 1411"
11580,"Authorization","485955 B.C. LTD."
2026,"Authorization","TEBO HOLDINGS INC. VALLEY WOOD REMANUFACTURING"
7428,"Authorization","MOLYCOP LTD. AND 1100739 B.C. LTD. MOLY-COP CANADA"
11896,"Authorization","AGATE BAY RESORTS LTD."
12255,"Authorization","SUMMIT LANDSCAPING SUPPLIES LTD. BLOCKS R US"
8492,"Authorization","TIICMA FORESTRY INC. TIICMA FORESTRY LIMITED PARTNERSHIP"
9083,"Authorization","WOOD ACRES VIS 3586"
5499,"Authorization","DAWSON CONSTRUCTION LIMITED"
4328,"Authorization","FOOTHILLS PIPE LINES (SOUTH B.C.) LTD."
11596,"Authorization","MOWI CANADA WEST INC."
4320,"Authorization","SHAWNIGAN LAKE SCHOOL"
12139,"Authorization","ANNE HALLIDAY - DBA"
7150,"Authorization","NORTH COAST REGIONAL DISTRICT"
16843,"Authorization","NA"
3873,"Authorization","MASSET, VILLAGE OF"
6073,"Authorization","TAAN FOREST LTD."
15680,"Authorization","NA"
11203,"Authorization","IISAAK FOREST RESOURCES LTD."
8227,"Authorization","NA"
11570,"Authorization","MY RECREATIONAL MOUNTAIN CO-OPERATIVE MY MOUNTAIN COOP, SHAMES MOUNTAIN"
8841,"Authorization","TUKII LODGE"
11768,"Authorization","ELSWORTH BROS. LOGGING LTD."
11630,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
8222,"Authorization","ALCAN SMELTERS AND CHEMICALS LIMITED"
7801,"Authorization","COULSON MANUFACTURING LTD."
7267,"Authorization","ISLAND TIMBERLANDS LIMITED PARTNERSHIP"
2350,"Authorization","NA"
12213,"Authorization","CITY OF ARMSTRONG"
11803,"Authorization","568157 B.C. LTD. HUU-AY-AHT FIRST NATION FORESTRY LIMITED PARTNERSHIP"
8426,"Authorization","WEST COAST REDUCTION LTD."
7798,"Authorization","KON KAST CONCRETE PRODUCTS INC."
8943,"Authorization","FRESHWATER FISHERIES SOCIETY OF BC"
11274,"Authorization","1083077 B.C. LTD."
11158,"Authorization","INLAND PROPERTIES LTD."
8945,"Authorization","SCHOOL DISTRICT NO. 62 (SOOKE)"
11205,"Authorization","MA-MOOK NATURAL RESOURCES LTD."
12013,"Authorization","WESTERN FOREST PRODUCTS INC."
11606,"Authorization","PEAK CHETWYND PROPERTIES LTD"
8296,"Authorization","PETRO CANADA"
11686,"Authorization","1068350 B.C. LTD."
12303,"Authorization","THE OWNERS, STRATA PLAN VIS 4257"
11128,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
11099,"Authorization","SUMMERLAND, DISTRICT OF"
11936,"Authorization","NEW AIYANSH VILLAGE GOVERNMENT"
5612,"Authorization","KOHLER CANADA CO."
12040,"Authorization","SCHOOL DISTRICT NO. 47 (POWELL RIVER)"
11036,"Authorization","KISPIOX BAND"
7722,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
12592,"Authorization","EAST FRASER FIBER CO. LTD."
11079,"Authorization","NA"
11058,"Authorization","MINISTRY OF FORESTS"
11057,"Authorization","MINISTRY OF FORESTS"
11056,"Authorization","EQUIS FOREST PRODUCTS LTD."
7419,"Authorization","LAKELAND MILLS LTD."
9100,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
12112,"Authorization","WEST MOBERLY LAKE BAND"
12302,"Authorization","SCHOOL DISTRICT NO. 79"
5263,"Authorization","WESTERN FOREST PRODUCTS INC."
6857,"Authorization","INTERFOR CORPORATION"
8270,"Authorization","WESTERN FOREST PRODUCTS INC."
11633,"Authorization","NA"
15379,"Authorization","CANADIAN NATURAL RESOURCES LTD."
12455,"Authorization","CITY OF TRAIL"
7800,"Authorization","MATCHLEE GENERAL PARTNER LTD. MATCHLEE LIMITED PARTNERSHIP"
8405,"Authorization","WESTERN FOREST PRODUCTS INC."
6967,"Authorization","HIS MAJESTY THE KING IN RIGHT OF THE PROVINCE OF BRITISH COLUMBIA AS REPRESENTED BY THE MINISTER OF FORESTS AND RANGE"
12706,"Authorization","TOLKO INDUSTRIES LTD."
12484,"Authorization","HIGHLAND VALLEY COPPER CORPORATION"
8175,"Authorization","GFL ENVIRONMENTAL SERVICES INC."
6846,"Authorization","NA"
5411,"Authorization","WESTERN FOREST PRODUCTS INC."
7608,"Authorization","INTERFOR CORPORATION"
11550,"Authorization","TIMBERWEST FOREST CORP."
10827,"Authorization","MATICHUK HOLDINGS LTD."
11412,"Authorization","CITY OF PRINCE RUPERT"
12707,"Authorization","SANDERS REDI-MIX LTD."
2467,"Authorization","NORTH COAST REGIONAL DISTRICT"
16840,"Authorization","NORTH COAST REGIONAL DISTRICT"
6016,"Authorization","CAPE MUDGE FORESTRY LTD."
7600,"Authorization","INTERNATIONAL FOREST PRODUCTS LIMITED"
7730,"Authorization","WEST SHORE AGGREGATES LTD."
12481,"Authorization","STELLA-JONES CANADA INC."
5311,"Authorization","CERMAQ CANADA LTD."
11883,"Authorization","SIMON FRASER UNIVERSITY"
12308,"Authorization","1093532 B.C. LTD. THE 108 GOLF RESORT"
15560,"Authorization","MA-MOOK NATURAL RESOURCES LTD."
7612,"Authorization","BARRICK GOLD INC."
7276,"Authorization","BURNABY, THE CORPORATION OF THE DISTRICT OF"
12601,"Authorization","BARKERVILLE GOLD MINES LTD."
8851,"Authorization","GITGAAT FIRST NATION"
12810,"Authorization","PEACE RIVER REGIONAL DISTRICT"
108540,"Authorization","PEACE RIVER REGIONAL DISTRICT"
12856,"Authorization","CANFOR PULP LTD."
7330,"Authorization","LAXGALTS'AP VILLAGE GOVERNMENT"
4005,"Authorization","WESTERN FOREST PRODUCTS INC."
7691,"Authorization","WESTERN FOREST PRODUCTS INC."
6541,"Authorization","NA"
11565,"Authorization","NA"
8388,"Authorization","CLEAN HARBORS CANADA, INC."
12367,"Authorization","TELKWA, VILLAGE OF"
12170,"Authorization","W 710 HOLDINGS LTD., INC. NO. 390102"
8773,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
9101,"Authorization","CAVVY PRODUCTION LTD."
12543,"Authorization","WESTERN FOREST PRODUCTS INC."
12496,"Authorization","SCHOOL DISTRICT NO. 62 (SOOKE)"
13756,"Authorization","CASSIAR GOLD CORP."
12645,"Authorization","REGIONAL DISTRICT OF KITIMAT-STIKINE"
8398,"Authorization","TIMBERWEST FOREST CORP."
8378,"Authorization","NA"
18268,"Authorization","TIMBERWEST FOREST CORP."
7492,"Authorization","WESTERN FOREST PRODUCTS INC."
7395,"Authorization","TIMBERWEST FOREST CORP."
5430,"Authorization","WESTERN FOREST PRODUCTS INC."
11396,"Authorization","EDGE GRAIN FOREST PRODUCTS LTD."
12615,"Authorization","WEST FRASER MILLS LTD."
12586,"Authorization","MOUNTAIN MEADOW SHEEP DAIRY INC."
12290,"Authorization","E.J. BLACKWELL HOLDINGS LTD."
8663,"Authorization","WESTERN FOREST PRODUCTS INC."
9004,"Authorization","WESTERN FOREST PRODUCTS INC."
11493,"Authorization","INTERNATIONAL FOREST PRODUCTS LIMITED"
6419,"Authorization","TAAN FOREST LTD."
11295,"Authorization","GAMBRINUS MALTING CORPORATION"
8224,"Authorization","ALCAN SMELTERS AND CHEMICALS LIMITED"
12912,"Authorization","CITY OF VANCOUVER"
8074,"Authorization","DOLLAR SAVER LUMBER LTD."
12768,"Authorization","FORT NELSON INDIAN BAND"
2227,"Authorization","ISLAND TIMBERLANDS LIMITED PARTNERSHIP"
12398,"Authorization","CONSOLIDATED ENVIROWASTE INDUSTRIES INC."
100514,"Authorization","NA"
12314,"Authorization","NORTHWEST LOG MANUFACTURERS LTD."
13218,"Authorization","TAKU RIVER TLINGIT FIRST NATION"
13015,"Authorization","KINASKAN INVESTMENT CORPORATION"
6310,"Authorization","INTERNATIONAL FOREST PRODUCTS LIMITED"
12817,"Authorization","CANADIAN NATIONAL RAILWAY COMPANY"
12287,"Authorization","MILL & TIMBER PRODUCTS LTD."
13027,"Authorization","REMPEL BROS. CONCRETE LTD."
12224,"Authorization","MINISTER OF ENVIRONMENT, LANDS AND PARKS"
2561,"Authorization","MYRA FALLS MINE LTD."
12992,"Authorization","SIGURDSON BROS. LOGGING COMPANY LTD."
105284,"Authorization","SIGURDSON FOREST PRODUCTS LTD."
10603,"Authorization","7437 HOLDINGS LTD."
11628,"Authorization","BC ENVIRONMENT, LANDS AND PARKS"
12167,"Authorization","HARMONY HEIGHTS ESTATE INC. HARMONY HEIGHTS MOBILE HOME PARK"
13044,"Authorization","INTACT DISTRIBUTORS INC.  PINANTAN LAKE RESORT"
12736,"Authorization","FIEDLER BROS. CONTRACTING LTD."
100093,"Authorization","FIEDLER BROS. CONTRACTING LTD."
7561,"Authorization","WESTERN FOREST PRODUCTS INC."
7755,"Authorization","CAPE MUDGE FORESTRY LTD."
7979,"Authorization","WESTERN FOREST PRODUCTS INC."
12540,"Authorization","BLACKWATER RECYCLING LTD."
12860,"Authorization","QATHET REGIONAL DISTRICT"
12448,"Authorization","CENOVUS ENERGY INC."
16168,"Authorization","TAQA NORTH LTD."
8325,"Authorization","PACIFIC METALS LTD."
7399,"Authorization","DOMTAR INC. AND 13536637 CANADA INC. CATALYST PAPER GENERAL PARTNERSHIP"
12854,"Authorization","PARADISE LAKE COOPERATIVE ASSOCIATION"
13326,"Authorization","P. SCHECK INDUSTRIAL ELECTRIC LTD."
13332,"Authorization","MT. ROBSON MOTOR VILLAGE LTD."
13257,"Authorization","WESTERN FOREST PRODUCTS INC."
12862,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
13509,"Authorization","ENERPLUS CORPORATION"
5821,"Authorization","TFL 44 GENERAL PARTNER INC. AS GENERAL PARTNER OF AND FOR THE SOLE BENEFIT OF TFL 44 LIMITED PARTNERSHIP"
11511,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
13327,"Authorization","RELIABLE SEPTIC SERVICES INC."
12925,"Authorization","CARAVANS WEST OWNERS ASSOCIATION"
12903,"Authorization","GRIZZLY INN AND RESTAURANT"
13236,"Authorization","STRATA BCS 1887"
13538,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
5822,"Authorization","TFL 44 GENERAL PARTNER INC. AS GENERAL PARTNER OF AND FOR THE SOLE BENEFIT OF TFL 44 LIMITED PARTNERSHIP"
13517,"Authorization","ALCAN SMELTERS AND CHEMICALS LIMITED"
13631,"Authorization","NORTHERN ROCKIES LODGE LTD"
12799,"Authorization","STRATHCONA REGIONAL DISTRICT"
13018,"Authorization","FORTISBC ENERGY INC."
13484,"Authorization","PEAK FORT NELSON PROPERTIES LTD."
12289,"Authorization","TANTALUS AT PARADISE VALLEY INC."
7454,"Authorization","MILL & TIMBER PRODUCTS LTD."
1750,"Authorization","J.H. HUSCROFT LIMITED"
14661,"Authorization","0822759 B.C. LTD UCLUELET HARBOUR SEAFOODS"
16913,"Authorization","REGIONAL DISTRICT OF CENTRAL KOOTENAY"
13220,"Authorization","PEAK FORT NELSON PROPERTIES LTD."
12765,"Authorization","HYLAND PRECAST INC."
12803,"Authorization","SHERWOOD ON THE HILL STRATA K820"
8876,"Authorization","BROWN'S BAY RESORT HOLDINGS LTD. BROWN'S BAY RESORT"
17469,"Authorization","MINISTRY OF AGRICULTURE AND LANDS"
7107,"Authorization","INTERNATIONAL FOREST PRODUCTS LIMITED"
12271,"Authorization","OPB REALTY (BRENTWOOD) INC."
13234,"Authorization","NA"
14978,"Authorization","ENGINEER GOLD MINES LTD."
13418,"Authorization","TRANS MOUNTAIN PIPELINE ULC"
13261,"Authorization","MINISTRY OF AGRICULTURE"
11246,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
12517,"Authorization","NA"
15385,"Authorization","PETRONAS ENERGY CANADA LTD."
13444,"Authorization","WEST FRASER MILLS LTD. WESTPINE MDF"
11313,"Authorization","B.C. RAIL"
13226,"Authorization","HALL'S FOOD & GAS SERVICES INC."
12630,"Authorization","1441803 B.C. LTD.  KAL PINE ESTATES"
13259,"Authorization","RUDON ENTERPRISES LTD"
3608,"Authorization","KITIMAT, DISTRICT OF"
13221,"Authorization","MOWI CANADA WEST INC."
13543,"Authorization","THE OWNERS, STRATA PLAN KAS 1819"
13644,"Authorization","DISTRICT OF SICAMOUS"
13693,"Authorization","BIGFOOT INDUSTRIES (2010) INC."
13812,"Authorization","TECK COAL LIMITED"
13249,"Authorization","NA"
13320,"Authorization","NA"
13287,"Authorization","INTERNATIONAL FOREST PRODUCTS LIMITED"
13717,"Authorization","OLIVER, THE CORPORATION OF THE VILLAGE OF"
13596,"Authorization","PETER'S BROS CONSTRUCTION LTD."
13990,"Authorization","MACKENZIE PULP MILL CORPORATION"
14245,"Authorization","CANADIAN MOUNTAIN HOLIDAYS LIMITED PARTNERSHIP"
13491,"Authorization","PENTICTON, CITY OF"
12977,"Authorization","ESKAY CREEK MINING LIMITED"
112023,"Authorization","ESKAY CREEK MINING LIMITED"
13654,"Authorization","HEIDELBERG MATERIALS CANADA LIMITED / MATÉRIAUX HEIDELBERG CANADA LIMITÉE"
12964,"Authorization","THE OWNERS, STRATA PLAN VIS 4676"
14356,"Authorization","ARCA APPLIANCE RECYCLING CENTER (B.C.) LTD."
1954,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
14271,"Authorization","WEST FRASER MILLS LTD."
13930,"Authorization","IRON MASK TRAILER PARK"
13692,"Authorization","1145872 B.C. LTD. SUNSET HEIGHTS ESTATES"
13446,"Authorization","FARRER COVE WASTE WATER MANAGEMENT ASSOC."
13554,"Authorization","Aldo Venier - DBA DEER RIDGE ESTATES DEER RIDGE ESTATES"
13868,"Authorization","VILLAGE OF KASLO"
111937,"Authorization","NA"
11473,"Authorization","POWER BATTERY SALES LTD."
13701,"Authorization","B.C. FROZEN FOODS LTD."
14046,"Authorization","MACKENZIE PULP MILL CORPORATION"
13155,"Authorization","COMOX VALLEY REGIONAL DISTRICT"
14310,"Authorization","NORDON APARTMENTS LTD."
14268,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
11952,"Authorization","EXIDE CANADA INC."
14625,"Authorization","CITY OF CAMPBELL RIVER"
12672,"Authorization","TIMBERWEST FOREST CORP."
14300,"Authorization","CENOVUS ENERGY INC."
13672,"Authorization","1043181 ALBERTA LTD."
13968,"Authorization","WE-SHARE ENTERPRISES LTD."
13983,"Authorization","GALLAGHER LAKE WATERWORKS LTD"
13686,"Authorization","WILD ROSE BAY PROPERTIES LTD."
14452,"Authorization","COULSON MANUFACTURING 2017 LTD."
14420,"Authorization","PEACE RIVER REGIONAL DISTRICT"
6179,"Authorization","NA"
12538,"Authorization","INTERNATIONAL FOREST PRODUCTS LIMITED"
13943,"Authorization","HUCKLEBERRY MINES LTD."
14244,"Authorization","DISTRICT OF CHETWYND"
14485,"Authorization","NA"
14707,"Authorization","NA"
14613,"Authorization","TIMBERWEST FOREST CORP."
14503,"Authorization","GREEN ROADS RECYCLING LTD."
14483,"Authorization","HUCKLEBERRY MINES LTD."
14757,"Authorization","NA"
14610,"Authorization","0727039 B.C. LTD."
12776,"Authorization","THE OWNERS, STRATA PLAN KAS 2428"
14614,"Authorization","AAT'UU FORESTRY LIMITED PARTNERSHIP"
8401,"Authorization","ALDER BAY HOLDINGS LTD. ALDER BAY RV PARK & MARINA"
13407,"Authorization","AGRIFOODS INTERNATIONAL COOPERATIVE LTD"
7775,"Authorization","SELKIRK PAVING LTD."
10951,"Authorization","CANLIN ENERGY CORPORATION"
14698,"Authorization","NORTHRIVER MIDSTREAM INC."
14591,"Authorization","NA"
13118,"Authorization","EWOS CANADA LTD."
13120,"Authorization","EWOS CANADA LTD."
13888,"Authorization","EWOS CANADA LTD."
13901,"Authorization","EWOS CANADA LTD."
13889,"Authorization","EWOS CANADA LTD."
14180,"Authorization","EWOS CANADA LTD."
13890,"Authorization","EWOS CANADA LTD."
13116,"Authorization","EWOS CANADA LTD."
13894,"Authorization","CREATIVE SALMON COMPANY LTD."
13124,"Authorization","CREATIVE SALMON COMPANY LTD."
13926,"Authorization","CREATIVE SALMON COMPANY LTD."
13895,"Authorization","CREATIVE SALMON COMPANY LTD."
15696,"Authorization","MARINE HARVEST CANADA"
13187,"Authorization","MARINE HARVEST CANADA INC."
13186,"Authorization","MARINE HARVEST CANADA INC."
13902,"Authorization","MARINE HARVEST CANADA INC."
8539,"Authorization","MARINE HARVEST CANADA"
13143,"Authorization","MARINE HARVEST CANADA"
15004,"Authorization","MARINE HARVEST CANADA"
14688,"Authorization","MARINE HARVEST CANADA INC."
14691,"Authorization","MARINE HARVEST CANADA INC."
13171,"Authorization","PAN FISH CANADA LTD."
13932,"Authorization","EWOS SITE CO. LTD."
10599,"Authorization","MARINE HARVEST CANADA"
9130,"Authorization","EWOS CANADA LTD."
9131,"Authorization","EWOS CANADA LTD."
14665,"Authorization","EWOS CANADA LTD."
16445,"Authorization","B.L.RESORT LTD."
11984,"Authorization","EWOS CANADA LTD."
9132,"Authorization","EWOS CANADA LTD."
13746,"Authorization","EWOS CANADA LTD."
13907,"Authorization","SALTSTREAM ENGINEERING LTD."
13106,"Authorization","MARINE HARVEST CANADA"
13178,"Authorization","MARINE HARVEST CANADA"
13179,"Authorization","MARINE HARVEST CANADA"
13177,"Authorization","MARINE HARVEST CANADA"
13915,"Authorization","MARINE HARVEST CANADA"
13952,"Authorization","MARINE HARVEST CANADA"
13916,"Authorization","MARINE HARVEST CANADA"
14406,"Authorization","MARINE HARVEST CANADA"
14408,"Authorization","MARINE HARVEST CANADA"
14407,"Authorization","MARINE HARVEST CANADA"
13183,"Authorization","MARINE HARVEST CANADA"
13954,"Authorization","MARINE HARVEST CANADA"
13180,"Authorization","MARINE HARVEST CANADA"
14710,"Authorization","WHISPERING PINES MH PARK LTD."
13758,"Authorization","Robert Henry AND Cheryl Lynn Swaan - DBA"
14417,"Authorization","ULKATCHO INDIAN BAND"
14686,"Authorization","THOMPSON-NICOLA REGIONAL DISTRICT"
11758,"Authorization","PRINCETON, TOWN OF"
14444,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
299,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
14980,"Authorization","ADVANTAGE OIL & GAS LTD."
4308,"Authorization","NA"
14929,"Authorization","NORTHRIVER MIDSTREAM INC."
14449,"Authorization","JUDAH PROPERTIES LTD."
3337,"Authorization","STUART LAKE LUMBER CO. LTD."
13898,"Authorization","MARINE HARVEST CANADA"
13119,"Authorization","EWOS CANADA LTD."
13161,"Authorization","GRIEG SEAFOODS BC LTD."
13897,"Authorization","NA"
13896,"Authorization","NA"
17476,"Authorization","PAN FISH CANADA LTD."
14596,"Authorization","EWOS CANADA LTD."
14830,"Authorization","CIVEO CANADA OPERATIONS GP LTD."
14804,"Authorization","TOWN OF OSOYOOS"
15144,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
14770,"Authorization","REGIONAL DISTRICT OF MOUNT WADDINGTON"
15140,"Authorization","KOOTENAY BOUNDARY REGIONAL DISTRICT"
15294,"Authorization","REGIONAL DISTRICT OF KOOTENAY BOUNDARY"
14508,"Authorization","AQUILA CEDAR PRODUCTS LTD."
4775,"Authorization","NA"
15274,"Authorization","REGIONAL DISTRICT OKANAGAN SIMILKAMEEN"
15284,"Authorization","REGIONAL DISTRICT OF NORTH OKANAGAN"
15275,"Authorization","SUMMERLAND, DISTRICT OF"
15183,"Authorization","PACIFIC REGENERATION TECHNOLOGIES INC."
14725,"Authorization","TELEGRAPH COVE UTILITIES LTD."
5773,"Authorization","TAAN FOREST LTD."
5594,"Authorization","INTERFOR CORPORATION"
14546,"Authorization","PETER'S BROS CONSTRUCTION LTD."
14821,"Authorization","HORNE LAKE RESORT CORP."
15170,"Authorization","OKANAGAN AGGREGATES LTD."
15261,"Authorization","VILLAGE OF HAZELTON"
15263,"Authorization","REGIONAL DISTRICT OF NORTH OKANAGAN"
15495,"Authorization","HALCYON HOT SPRINGS RESORT LTD."
15507,"Authorization","NA"
15354,"Authorization","PRINCE RUPERT AIRPORT SOCIETY"
15301,"Authorization","SHUSWAP LAKE RV PARK LAND OWNERS ASSOCIATION"
15245,"Authorization","HAL AND MARLIN ANDERSON - DBA"
4385,"Authorization","GREATER VANCOUVER SEWERAGE AND DRAINAGE DISTRICT"
